feature,family,ic_mean,ic_t,ic_pos_years,ic_min_year,raw_ic_mean,auc,acc,precision,recall,f1,pred_up_ratio,top10_excess_bp,top10_t,trees_median,const_within_day,ic_2019,ic_2020,ic_2021,ic_2022,ic_2023,ic_2024,ic_2025
ev_range_x_atr,event,0.00475563962346399,1.628886822535378,6,-0.004048950102227444,-0.0023192662672051846,0.5028583260805206,0.5022138695276673,0.49947898575894406,0.4044462923107024,0.4469670862811079,0.402735710202046,2.0667188,0.5593221592841515,11,False,0.006895749521058708,0.006848465097163768,0.004926005246864437,0.003720847667509203,-0.004048950102227444,0.01340101768765112,0.001436493760690286
ema_ratio_10,trend,0.011059770143842733,1.6222939470602968,6,-0.005406265218145684,-0.012703139592564605,0.50423740497913,0.5054130326363293,0.5038791274085391,0.3629549011935042,0.42196174323469415,0.3582636937561581,3.998558,0.5753032171455396,14,False,0.009158754271637065,0.012789885950139418,0.023307589073613272,0.006174338163586937,0.013289291661429252,0.018133272766840996,-0.005406265218145684
rsi_28,momentum,0.00951274517361433,1.6208702410779492,4,-0.012944653115229765,0.014594804574886374,0.5029720253953861,0.5034850198883334,0.5013061163563085,0.32854382703971824,0.39694171529881067,0.3259618776532983,-5.8968143,-0.8375113124001796,0,False,-0.012944653115229765,-0.010242577267768775,0.019296149100093883,0.012869773652922177,0.014597702017092366,-0.002334367892927113,0.04546641253815071
ev_vol_pctile250,event,0.006611872036622658,1.5971877307775773,6,-0.005547323263182519,0.0021863667072504153,0.5019573340124448,0.5008697344572979,0.4976540253688843,0.3761372529837605,0.42844606641408517,0.3759199114452189,-6.936375,-1.226736191820141,7,False,0.005805333323397073,0.004582207669355221,0.0036038252397564636,0.008468431716597856,0.008085059860872868,-0.005547323263182519,0.021307403701042178
cs_excess_roc_5,cross_section,0.01002813677922109,1.5728681645972082,5,-0.012062633026791048,-0.013618338064608458,0.5036533740090534,0.5026213674901775,0.499985561651747,0.42346165134024655,0.45855292777880774,0.4212434161709788,3.890629,0.6087564592477401,9,False,0.004147030166162645,0.026436213416823322,0.01192320220667002,-0.012062633026791048,0.021455812479071367,0.030333986111455036,-0.011765390657644186
parkinson_20,volatility,0.012882884196364887,1.533874896479408,6,-0.04170060774368907,0.020821026458943823,0.5051306302562482,0.5030714398666812,0.5004937594294335,0.4462311680688711,0.4718074033849217,0.44344293203907115,43.593475,3.3555712123693016,15,False,-0.04170060774368907,0.0070156491000967925,0.04011405961299165,0.021023135048593797,0.01868558911807016,0.00821828492396094,0.03649612125373788
vol_sma_ratio_120,volume,0.005180401377236956,1.5184435884888365,3,-0.006579098631383389,-0.004229676367418702,0.5002812814171126,0.501277232419808,0.4982539110825751,0.3890750342398748,0.43694766982758027,0.38838205062706027,-0.25660157,-0.052641899356126044,7,False,0.007693424417592265,-0.0015727918758879386,0.015076097285052579,-2.5108161420056156e-05,-0.006579098631383389,-0.0004439373478608206,0.02210769686787466
ema_ratio_20,trend,0.012041385049679039,1.5159004298382341,5,-0.002859860845021388,-0.006530470342831675,0.5046665785166695,0.5060090744322397,0.5047799500473689,0.3583569751516337,0.41914882965865935,0.35309394348550643,4.2814975,0.48849140540147384,17,False,0.0033245896530637617,0.03216536884387307,0.025605045894802357,0.025549870118001795,-0.0007576515104741365,0.0005388478316149597,-0.002859860845021388
updown_mag_ratio_20,stats,0.0076424766207270935,1.502112817393552,5,-0.013017589150448693,-0.007759324783069098,0.5031390614887812,0.5034971840066172,0.5011075060834841,0.3928414204656623,0.44041841463080256,0.389908647471688,-2.535218,-0.4754558382550864,11,False,0.02120930770184349,0.017187512790069172,0.018262360313549306,0.009084977856162921,-0.013017589150448693,0.012137532763658436,-0.01175287486931109
ad_roc_10,volume,0.005528223546832473,1.4911819826999984,5,-0.007802213982369327,0.001998167140633444,0.5012541269183863,0.5028707319149971,0.5004668757631623,0.25561289375855994,0.3383923006564516,0.2540293641815373,-5.8231497,-1.0203804217138936,1,False,0.02442440948095303,-0.007802213982369327,0.00935953009310913,-0.002030375970837286,0.001029127861195612,0.00545504791477248,0.008521523363309231
donchian_pos_120,volatility,0.00909138607878461,1.4885627184296608,5,-0.019676735111698658,0.0219589170465025,0.5052117323247529,0.5031869989903782,0.5006255585344057,0.4452773429857171,0.4713321381649203,0.4423785716892311,6.096442,0.8546361048321306,13,False,-0.006790925747108598,-0.019676735111698658,0.0057719323613793895,0.01835694906504037,0.01309606632525435,0.012604442937406191,0.04047918468096034
atr_ratio_14,volatility,0.012188064840595573,1.485079512442404,5,-0.013515903042325781,0.02370961740122195,0.5054164428809682,0.5027551727913002,0.5001515289268721,0.40362698102132655,0.4467347905528862,0.4013794110133927,34.534748,2.849343725027801,10,False,-0.013515903042325781,0.03468288985708698,0.01631994899460145,-0.012998532132632903,0.03815912428613822,0.012458325526652755,0.010546712953091023
sma_ratio_10,trend,0.008834636060349706,1.4806379868302517,5,-0.007760842180038598,-0.011752675528591525,0.502242220197755,0.5013015606563759,0.49841071713667834,0.419927607121894,0.4558154969304795,0.4190477928207374,-2.2402942,-0.35626598535282433,20,False,-9.539491605196935e-05,0.009809384840898185,0.018582169290439248,0.014177102324376618,0.01127091553673759,0.015711750430322077,-0.007760842180038598
ret_std_120,volatility,0.0144408602792863,1.4795971023939019,5,-0.02644785254902728,0.025356077781450197,0.504280080379937,0.50619761826564,0.5046654565141238,0.3875709254549012,0.438434616608336,0.3819654782323103,26.24445,2.42616916409729,0,False,0.010364880874773013,0.03248242929900459,0.0030668134134702956,-0.02228987291107392,-0.02644785254902728,0.043795300200368675,0.060021059803846775
sma_ratio_60,trend,0.009480019969473416,1.4586099112788273,4,-0.040623793308343675,0.006416469551580631,0.5062236915918558,0.5054130326363293,0.503105336830518,0.4527000586969282,0.4765736133728976,0.44753615784159884,8.764009,0.9219835422641179,21,False,-0.005505816677915549,-0.040623793308343675,0.022319228989151493,0.024132888001188832,-0.002823998370453677,0.029076194716041923,0.03989685324251126
vol_sma_ratio_5,volume,0.004409491560882033,1.4377159417946077,4,-0.014541144232080347,-0.0031688717046945533,0.5036805148661407,0.5041479643348052,0.5021705399327046,0.35223048327137546,0.41404391418406583,0.34886083032271403,-3.5872898,-0.7992807122921726,10,False,-0.0005054970854262891,0.02038230205567764,0.009236947683821937,-0.014541144232080347,0.010830772047403278,0.007820955160396409,-0.002203326487181301
ev_up_streak_ge3,event,0.005951514127886156,1.4163125358090731,5,-0.003551852419999955,-0.005916204376258882,0.5014313637592722,0.5026274495493194,0.49800796812749004,0.001528565838387791,0.003047776951491582,0.0015265968446277172,-25.980616,-3.1048245591737214,10,False,0.006862485140635403,0.01338876852568876,-0.0013455204086247113,0.005072173196108266,0.012535499619106941,0.008766092692389876,-0.003551852419999955
ret_std_5,volatility,0.009415008940489293,1.4057569919190376,5,-0.022415724260974993,0.01648133038943072,0.49924612735364493,0.5026639419041711,0.5000402712672563,0.3795979260418705,0.4315734593861875,0.37756814947268547,15.040476,1.7751777821422594,6,False,-0.022415724260974993,0.009223363435646793,0.0033867412655121136,0.024480952683543326,0.013070544650530968,-0.003877363529409743,0.04172859504579125
ev_vol_vs_max20,event,0.0054707846651941726,1.369749727431306,5,-0.006721804081386883,0.007078549836105977,0.5038856571984616,0.5036796457808755,0.5012987405237247,0.4059259440422618,0.44859926753787316,0.40274179226118795,7.6715846,1.597842258552256,5,False,0.014867905426132989,0.012201262847923076,0.010073618256330583,-0.006703548270397359,0.004816177250200512,-0.006721804081386883,0.009891370327221578
obv_slope_60,volume,0.008130975957572173,1.3680815337284313,4,-0.02014536417606106,0.03143321891123637,0.5031568773581043,0.5021165565813962,0.49934954621282845,0.3989801408726277,0.4435577609353227,0.39739566227541995,-2.574007,-0.38225512360674246,33,False,-0.02014536417606106,0.019120322307073164,-0.011389929190870996,-0.01953020435769747,0.04491074073379619,0.034997783116149345,0.00969422931010386
vol_z_20,volume,0.005189841265143643,1.3664404123428697,5,-0.011960268609634535,-0.0030037454631012435,0.5020991183801928,0.5037769587271467,0.501531842774265,0.37634513793778124,0.43001257510129937,0.37321947718619614,-2.1503277,-0.47394962308851296,0,False,0.01617812800159328,0.01587896299790459,0.017814887163384897,0.0018203426611255518,-0.007481050393408149,-0.011960268609634535,0.0038372308163635957
eom_14,volume,0.009997508003067064,1.3552565657139604,6,-0.027477798604332127,-0.006978015822831129,0.5030359204906183,0.5021712951136736,0.4994110718492344,0.3940520446096654,0.44051948051948053,0.39243878407473637,15.222634,1.7724174586138144,0,False,0.00416137944110444,0.013683786073804627,0.005960582298576532,-0.027477798604332127,0.02056078158068429,0.04524462976402015,0.008546439310970065
dist_high_120,volatility,0.01076796735660281,1.3340043841580933,6,-0.010771190548280232,0.0007229178867056485,0.5059662319934685,0.5043182619907796,0.5020524295727686,0.4142902563099198,0.4539686580863879,0.4104234329574621,12.332642,1.3103807798826534,3,False,0.011766207373535098,0.007148699483907219,0.011587709426867916,8.141893349630009e-05,-0.010771190548280232,0.024418835913210424,0.031099318275228945
cs_rank_turnover_z_20,cross_section,0.005042613430295577,1.3177692261261547,5,-0.005242670981786377,-0.003659115675440537,0.5026547860400301,0.5033390504689268,0.500958202544193,0.3708056153394639,0.42616614900285305,0.36814703986181563,-3.4377584,-0.7535786163512845,4,False,0.008259850689094936,0.003726175688216214,0.012182138575766681,0.0012601394235666357,-0.005242670981786377,-0.0031836731360095905,0.018231462133924
dist_low_60,volatility,0.008720173741879028,1.30167140606396,3,-0.018253136586493104,0.027885957531617045,0.5044193059785594,0.5037343843131531,0.5015741046736124,0.3526340246527098,0.4141194379222943,0.3496758262477344,32.199524,2.4783093831053353,0,False,-0.0042989735430745924,-0.0024834513026123313,0.011110522326803835,-0.018253136586493104,0.044164537092175826,-0.013331171091011956,0.0450933343826051
cs_rank_roc_5,cross_section,0.008270095762338364,1.2897996674698846,4,-0.012848256488328637,-0.01361837208433211,0.5024914144946634,0.503314722232359,0.5008562952995504,0.4005453922911368,0.44511938249962635,0.3977545037647946,-6.7782683,-1.2009898379095325,17,False,-0.002457705564468314,0.020269080538977535,0.013405180014719815,-0.012848256488328637,0.025432772289006828,0.021153238051712268,-0.006716111238004793
gk_vol_20,volatility,0.010826649955722953,1.2811790315839322,5,-0.055738216225747206,0.020756584859304508,0.5021639609265577,0.5008393241615882,0.49791540059640743,0.43082322441792215,0.4619459395671756,0.43034825870646765,32.964115,2.6485487487548633,14,False,-0.055738216225747206,-0.010537954586638825,0.027598582006476673,0.043143350531074834,0.01571582067472935,0.01322117784406065,0.04183072219507409
ev_new_high_60,event,0.006511171796106735,1.276681046650984,5,-0.009423830999923754,-0.004606805094524759,0.49947562611986274,0.5028524857375714,0.5414746543778802,0.002873703776169047,0.005717066050358838,0.0026396136676033037,-18.182043,-2.1075144156279895,5,False,0.011731407276433651,-0.009423830999923754,0.016240134158764845,0.0021785120174120584,0.0005559772715261413,0.02474706017738417,-0.0026940980327209356
gk_vol_5,volatility,0.008931501236955497,1.265443168989672,6,-0.0508185503929878,0.016355488068191402,0.5004134207382488,0.5028646498558552,0.500258475267998,0.4496796126002739,0.47362252389170806,0.4470800034059531,44.284004,4.462793638525365,14,False,-0.0508185503929878,0.01966951982675005,0.013098534306881033,0.044917261298879345,0.01736576111004847,0.0021135275188896335,0.015286969861724963
mdi_28,trend,0.007918149922940307,1.2479100838085875,4,-0.01291911168296313,-0.013578682330442373,0.4986108765361066,0.4988139984673211,0.4931164503682918,0.2750684797495598,0.3531461944235117,0.27743920981887626,-7.2829413,-1.0195529747194405,1,False,0.0276492774500593,0.003133119521543773,-0.00468392688520409,0.011698376882265741,-0.0062540186190922515,-0.01291911168296313,0.036758088505030866
atr_ratio_28,volatility,0.011512994308722404,1.201482721330972,5,-0.0365401391947792,0.023749921005880515,0.5039351307054161,0.5047926626038511,0.5027199313504651,0.4011812756799061,0.4462474920937192,0.3969090975440645,36.125744,3.223695345001574,16,False,-0.005863958364708088,0.030169903092563607,0.006521412768321141,-0.0365401391947792,0.034054231329601115,0.011325839466471876,0.04171491134289253
willr_14,momentum,0.006314364132856116,1.1949991540850573,5,-0.009230960947794697,-0.0024612111121824934,0.5034439742134006,0.503637071366882,0.5018601609884783,0.27218254744668363,0.35294584030382076,0.26974540500431826,-18.53883,-3.509724735604939,7,False,0.011170564565274134,0.018488012848517085,0.013734772871931599,-0.002668827070918453,0.0008615546517943725,-0.009230960947794697,0.01176480879597502
range_ratio_ma20,candle,0.008912510000941802,1.1818396238740398,5,-0.04560013508199501,0.020770564865052566,0.5044051842512405,0.5034728557700495,0.5009635525764558,0.43868616709058894,0.467761073370451,0.43553625515454514,26.304697,2.3027826399532723,37,False,-0.04560013508199501,-0.0274746737768077,0.04654373486378404,0.03074292281175538,0.014790217287192662,0.011968925495605806,0.03119893027483831
kurt_20,stats,0.005428820090549892,1.1705417592348728,4,-0.01507275288713809,-0.007297081612131094,0.4998914149680486,0.5015813353769052,0.49841705554030563,0.333056153394639,0.39929336392490894,0.3323541218114805,4.5201,0.7904135444642779,0,False,0.01638273397701958,0.028272958379662882,0.00724357781348061,-0.01507275288713809,-0.01299275932538418,-0.011403763753370521,0.02543682202858372
cs_rank_roc_120,cross_section,0.007601659072467485,1.1601414700371997,4,-0.011374084806466863,0.02748202638399876,0.5024252542025446,0.501599581554331,0.4988391784114498,0.44667139503032677,0.47131612903225806,0.4453526986096413,2.582917,0.39928531030240955,11,False,-0.00940441319459902,-0.0069545052752883535,0.006839416341607627,-0.011374084806466863,0.018165505634834545,0.04436894495497727,0.012128680342743968
pv_corr_20,volume,0.006317582744307247,1.1581072986490457,5,-0.01961347520210235,-0.005509417992610972,0.5036449349909372,0.5040080769745405,0.5019842663482476,0.34957689297593425,0.4121420950952971,0.34636110401537545,-19.814028,-3.490300054940294,6,False,0.015687279339498067,0.009873845289026524,0.03373199459736524,0.0022813559128699846,-0.0020129514573948987,0.0041198233004279,-0.01961347520210235
dist_low_120,volatility,0.0075556092269439745,1.14998089167876,4,-0.023731522145847776,0.03329577911176706,0.5063572717696849,0.5022077874685253,0.49950028555111364,0.42781500684797497,0.4608868630447384,0.42598742230169445,23.160583,2.0816990731114187,19,False,-0.011792612445196424,-0.014313833787658341,0.01967628662499074,-0.023731522145847776,0.03547159780856819,0.014407141326869315,0.03417648787303773
cs_excess_roc_120,cross_section,0.007740564267283257,1.1374007245774986,5,-0.009116917965583235,0.02748202638399876,0.5037014981786849,0.5033390504689268,0.5009694781533113,0.3665011739385639,0.42331323003912374,0.36386527022588766,19.825544,1.530184835922888,9,False,0.010389054710473552,-0.005330476172756309,0.006731322164728179,0.0308423419661499,0.014437550943078496,-0.009116917965583235,0.0061093994443045425
macd_diff_5_35_5,trend,0.007771586907051592,1.1350727408349783,4,-0.0224890929776001,0.0085422242403651,0.5027925929034565,0.5045554622973154,0.5021221726750121,0.45715124241831345,0.4785825844278875,0.4528214672359474,2.6892426,0.3082909109096249,31,False,-0.0224890929776001,-0.01951546889295836,0.021950520651643712,0.0125936087224167,-0.004769738811464072,0.03129244276139582,0.03525829759573645
dist_high_60,volatility,0.007932878458692451,1.1318022800986232,5,-0.013169629402297628,-0.007988147404169298,0.502971379654836,0.5031991631086621,0.5007146040478861,0.3984298571708081,0.4437543838144463,0.3957656704253792,11.171265,1.3402787979328579,14,False,0.0033438508599533383,-0.006668778169210735,0.01323878584628479,0.013912183006027137,-0.013169629402297628,0.03222581536194911,0.012427613002046395
ev_spike3,event,0.004801373532698199,1.1278948562056617,4,-0.015588166862153287,-0.010934431829943692,0.5002960683430207,0.5023963313019256,0.45617977528089887,0.0024823909215417727,0.0049379112392211235,0.0027065163181646777,-24.51379,-2.8696610942826255,31,False,-0.014270789404554894,-0.015588166862153287,0.01724306588999094,0.015168330189522442,-0.003535346384972205,0.024478246653959687,0.011004846995081563
ev_bigmove5_cnt20,event,0.007519097573747848,1.0705835342710628,4,-0.0186481531193402,0.02179538833675422,0.5024791780515677,0.5087885754601078,0.5392613283674736,0.08498826061436118,0.14683512211611596,0.07838557822136262,21.839674,1.6575250377870008,7,False,-0.0041817861059934335,0.01751501678445374,0.01692993462388385,0.017425755962735823,-0.0186481531193402,-0.0006947798343654224,0.02358840601065722
ret_std_10,volatility,0.009260173695125083,1.051743949321379,5,-0.028924517998734727,0.02144775182240035,0.5022634787342735,0.5018611100974346,0.49905555142410946,0.4103159851301115,0.45035601398554465,0.40892724640854405,16.343903,1.7703525674807186,27,False,-0.028924517998734727,-0.003261660855787048,0.0028696756763689772,0.037763869762789226,0.004572844205986008,0.018775521084898387,0.03252008951613806
vol_sma_ratio_10,volume,0.0037065945011402813,1.049855560716199,4,-0.009134808104645419,-0.0023062572869289324,0.5020638547906049,0.5013198068338016,0.4981282495667244,0.35147231461553513,0.41214259084000116,0.35093481249011665,-3.784141,-0.7352036683826705,11,False,0.0068886673409172365,0.006127532874649446,0.008977119793807456,-0.009134808104645419,0.022318558776362955,-0.005233491322194281,-0.0035930780340749555
aroon_dn_25,trend,0.00542086163517393,1.049725511871841,6,-0.02057319363832938,-0.002227764478561909,0.5005530226982573,0.49882616258560497,0.4928243924805135,0.26287663862257876,0.34286580114198223,0.26529941977155785,-18.110405,-3.0557133806914303,3,False,0.008872483861540695,0.012174180188716813,0.003442070641072782,0.00035424261157749487,-0.02057319363832938,0.009253158052165407,0.024374472517967916
ret_lag_8,momentum,0.004112721276327713,1.0467904689702914,4,-0.018010007427380726,0.006314857285623191,0.5020144637028727,0.5019401768662799,0.49894495243031134,0.32963216591665034,0.3969897350554483,0.32858932720261774,3.379754,0.6583775836997156,10,False,-0.004316619936101586,-0.018010007427380726,-0.006601034371555697,0.0061587220205352325,0.006288540073139399,0.031228231062296934,0.014318060711543009
ret_std_60,volatility,0.008710172971024494,1.0169361835397606,5,-0.02370145494041055,0.025411778004668935,0.5031767380231794,0.5036188251894561,0.5011868827477068,0.41826452748972803,0.45598645531988635,0.41507620820104857,36.03316,2.63703060801106,21,False,-0.02184822651510357,0.0018742514971648006,0.02292692207323998,-0.02370145494041055,0.016066719720877757,0.021905971249494696,0.044273675512439485
gap_ma5,candle,0.004697877745281513,0.9997813723088095,4,-0.003281519484359317,-0.004866967590714022,0.5025178092136379,0.5022564439416609,0.4994726635593509,0.35905400117393854,0.4177800543532391,0.35753992871826684,0.64845765,0.12627324237710613,3,False,0.009072499739087914,-0.003281519484359317,0.004181965143085213,0.020152683152282518,-0.0010473110162112214,-0.002073925409392189,0.005574288235798006
kurt_60,stats,0.004681369924595643,0.9853276546065792,5,-0.009383005667882765,-0.008829473232067444,0.5008230623997832,0.5033390504689268,0.5011988424968995,0.2965173155938173,0.3725990350041488,0.294250021287207,4.7984924,0.770727913925644,2,False,0.00041282543264073494,0.025788260699955948,0.00025565151527756977,0.0011492886827536737,-0.009383005667882765,0.016821466196661226,-0.002651873834421945
macd_hist_12_26_9,trend,0.005894770602551625,0.9781092576450253,5,-0.019402813392306113,-0.007479841963782192,0.5001821790348311,0.5011190988821175,0.4978945054201688,0.36002005478379967,0.41787845884164737,0.35963823912223725,3.448089,0.4561022546455965,11,False,-0.019402813392306113,0.012789093713094907,-0.004159357242547093,0.02360946637950894,0.009245441594648863,0.004578251824442184,0.014203587392205935
sma_cross_5_20,trend,0.005290351435466202,0.9578128152209472,5,-0.012240911366776089,0.005530564030521213,0.5027414498523618,0.5021652130545318,0.49945204309645463,0.4291234592056349,0.4616244729901274,0.4273315573720639,6.9421787,1.1441682316053552,21,False,-0.012240911366776089,0.0065298840914053205,-0.004990344965583895,0.01142553902730767,0.0031671752666025876,0.015984051742036452,0.016984010702680595
donchian_pos_60,volatility,0.004358131815160702,0.9524574640592702,5,-0.007887185745258629,0.010550006038947988,0.5022971035574558,0.5010886885864078,0.4978562506329969,0.3606681666992761,0.4183012097746387,0.3603133476869929,14.205958,2.5978300849402105,2,False,-0.005221683331377109,-0.007887185745258629,0.008036597538183246,0.01149730883180976,0.0017730993123148287,0.0011861507985705614,0.02106960169128954
aroon_up_14,trend,0.004915299111584181,0.9514774237004143,4,-0.006529192206210278,-0.0062732218264543215,0.5041492480767384,0.4990816090695666,0.4952672696035528,0.37366709058892583,0.4259587102889722,0.3752508849396052,-16.957346,-2.978750474837377,5,False,0.01702729982138565,-0.0003983791093009826,0.011661514229257847,0.0056825930965170406,0.011964469661895835,-0.004838463134084008,-0.006529192206210278
gk_vol_10,volatility,0.007217053311369514,0.9412408793548378,5,-0.0373398817635885,0.0185194398446278,0.5014147052363549,0.5004622364947877,0.4975919705370513,0.4510492075914694,0.4731788355580072,0.4508447980148159,15.861611,1.4979531761377824,29,False,-0.0373398817635885,-0.009014121694766366,0.025039607410085152,0.017472022681042438,0.021206797176631376,0.017687124663185533,0.01541519408700453
psar_dist,trend,0.0058964554760499175,0.9381808311836949,4,-0.02428014742474049,-0.0054885899985990805,0.502098352636071,0.501605663613473,0.4987250863772839,0.40421395030326746,0.44652325149437705,0.40311279786884646,6.4226613,0.8964315260335362,13,False,-0.02428014742474049,-0.004375288022737179,0.025969141061302815,0.01948603964137293,-0.009151703117678975,0.02265692022837317,0.010478751295249871
macd_signal_5_35_5,trend,0.006424986315610781,0.9336433219793033,5,-0.03975361197550313,0.011323489164747251,0.503509633849435,0.5041175540390955,0.5017509615936621,0.4275092936802974,0.46166442173097744,0.4237735527740272,6.206294,0.674742154985506,14,False,-0.018792664873619504,-0.03975361197550313,0.0006958775961781262,0.006612685327659193,0.003296329558186542,0.034224619913459334,0.05914171199383671
ret_lag_9,momentum,0.0030176798327859766,0.8761523652543456,5,-0.015092209072467225,0.005788096225492871,0.5008654807029262,0.49980537410745784,0.4963556280075866,0.38722852670710234,0.4350532035473611,0.3880171270785437,0.93826205,0.18422500375546647,16,False,0.00367667262218345,-0.015092209072467225,0.005804816267611096,0.014816358893406352,-0.003791022462954098,0.012671987077020577,0.0029734393887538833
tsi_25_13,momentum,0.004828315534111231,0.8695337155226823,4,-0.006185987995925243,0.01650749925974012,0.4994650385051243,0.503424199296914,0.5020374898125509,0.1958520837409509,0.2817783564102113,0.19402985074626866,5.122529,0.6462258990601851,0,False,0.00042845499441206695,-0.006185987995925243,-0.005336490594935924,-0.0007981790505080666,0.009640424313455515,0.009565441510907557,0.026154046908236563
macd_diff_12_26_9,trend,0.005769252429404213,0.8249272793944038,5,-0.03051466281309194,0.008799090171962285,0.5037721242017398,0.5031140142806748,0.5005477514456478,0.44140090001956567,0.46911735081779726,0.4385955309029425,6.554606,0.7200843028942575,25,False,-0.02295580141125616,-0.03051466281309194,0.0004377535042112054,0.010606774081875528,0.0053614627055734295,0.022669247282332147,0.05504811239598133
ao_5_34,momentum,0.00512408583104669,0.8192476208605127,4,-0.033602073900108484,0.007796131925243273,0.5019337413990613,0.5018489459791508,0.49903029391866494,0.4059014869888476,0.4476738305089317,0.40454816382634506,7.838262,0.9419867438010373,6,False,-0.013115306049782558,-0.033602073900108484,-0.0010489417179813056,0.01808640316006995,0.00026431376909727113,0.02542996366728715,0.040009958952214715
ev_amt_pctile250,event,0.00380872104797482,0.7648818237112499,4,-0.00565069194927299,0.008032895739697161,0.4984465349742007,0.5006994368013234,0.49725198755617006,0.3518269418900411,0.4120857085565327,0.35190794195282754,-6.509492,-1.1890573611771251,0,False,0.005464544912420957,-0.003922429775755299,0.008415302793812347,0.013603611654502143,-0.00565069194927299,-0.0017959675724437646,0.01035116030219649
donchian_pos_20,volatility,0.003238804318924489,0.7252453880559239,3,-0.007642589671277501,-0.001824387024018451,0.5020405439858552,0.5028220754418616,0.5004397786920131,0.21568675405987087,0.3014501670640312,0.21436217445778444,-16.063927,-2.60805601745722,2,False,0.015767552305447533,-0.003162368904815396,0.015166931622894297,0.00587760775074755,-0.0013949986110701918,-0.007642589671277501,-0.002024982953591448
cs_rank_ret_std_60,cross_section,0.004582935971250452,0.7160043226620181,4,-0.03750079920495964,0.025411778004668935,0.5042059242394884,0.5006203700324782,0.49746674626134607,0.3974271179808257,0.44185524822068295,0.39734700580228444,37.65142,2.7600990773260916,11,False,-0.03750079920495964,-0.006389222111213362,0.02810392465778233,-0.00133280238571224,0.02622611306763295,0.004503529784321553,0.018700817226858794
force_13,volume,0.005029434223009967,0.7153592816581192,5,-0.0250206213202016,-0.0099288797615197,0.5010210155415675,0.5025605468987581,0.4999035896776682,0.3804416943846605,0.4320672175543365,0.37851086863968664,-4.4315877,-0.6879070652017386,8,False,-0.009397919847200495,0.02667977030887326,0.004924278681602452,0.002717169529943297,0.01219339893857805,0.02290941676589042,-0.0250206213202016
stoch_d_14_3,momentum,0.0032966518987399473,0.6855398690859261,5,-0.009090767283951197,0.011069753381438127,0.5028860705807278,0.5026274495493194,0.49999042017128736,0.31911563294854234,0.38958266464629876,0.317440912795436,4.364573,0.7649188178104692,1,False,0.0029082098717771207,0.01290108602633805,-0.002852412513169214,0.006721875985074527,-0.009090767283951197,0.0022577631573030945,0.009925370717678074
cs_rank_vol_z_20,cross_section,0.0026898011506858864,0.6836149914073737,4,-0.008488911668649375,-0.0030037454631012435,0.5006814584073171,0.50363098930774,0.5018718042366691,0.2688563881823518,0.35014014524143205,0.26644284689024317,-8.094003,-1.5747844683968744,0,False,-0.004508019014762704,0.020183136471620504,0.004646999432070878,-0.008488911668649375,0.0026688296118470263,-0.0011150336562195267,0.0053714288303455884
mdd_20,volatility,0.004652580394319168,0.6826504557759229,5,-0.025638763665705926,-0.013391479874843877,0.5009178199425194,0.5039898307971147,0.5017190607607036,0.39794071610252396,0.44384432305625454,0.39448843800557115,-1.0067439,-0.12453344640168448,18,False,-0.007104911936753663,-0.025638763665705926,0.019896426083258797,0.008440744246087874,0.0035820091416870247,0.01949985390912258,0.014080755912269271
parkinson_60,volatility,0.0060819171170316665,0.6575841210891672,6,-0.03257289988050114,0.02278038803998123,0.5027955432748659,0.5003345132528069,0.4969567177637511,0.37740901976129915,0.4290102863497359,0.37772020095123404,34.541946,2.8145430370149467,7,False,0.016002047886997276,0.002057601806868645,0.008866723812214202,-0.03257289988050114,0.01598740264618627,0.01804570772748526,0.015027926706677209
ev_limit_up_cnt20,event,0.004458268511831738,0.6348743626180269,5,-0.03879177916424238,0.016065100485401593,0.5004314911157629,0.5051819143889356,0.5201655597266339,0.06608295832518098,0.11726794336244777,0.06318651242564682,27.354803,2.1717310406041594,6,False,0.011038096114893337,-0.03879177916424238,0.01026978621343799,0.012408251950376025,0.017347863962058816,-0.00391535135361867,0.023418727998454986
aroon_dn_14,trend,0.0027058069189408035,0.6144104285944351,4,-0.011820787690655987,-0.00908917596439249,0.5000229802400409,0.5003041029570972,0.4956860624901444,0.2690765016630796,0.34880753287309674,0.269988687369996,-14.704634,-2.8794941533018106,0,False,0.004296136359900044,0.01874248285401735,-0.0028866977211846165,-0.009644753869912662,0.0005356557473261025,-0.011820787690655987,0.019726730918039302
range_ratio_ma5,candle,0.004007500564608363,0.5651549923671759,6,-0.04586967521862639,0.01700873369290426,0.49938651518167876,0.4990147064190052,0.49576434073209275,0.4258095284680102,0.45813187030056635,0.42718558795265726,42.72851,3.9829822567460216,7,False,-0.04586967521862639,0.004050617071152384,0.012543112789849506,0.03277681417118714,0.019253257127782822,0.004172849194989898,0.0005970902941674107
parkinson_10,volatility,0.0041326849359488585,0.5558628731865167,5,-0.03575549403323691,0.019685126756083644,0.5012935087316505,0.5015752533177633,0.49876735619155566,0.43048082567012325,0.46211504633883793,0.42927173423834375,31.22281,2.7154866988006905,57,False,-0.03575549403323691,-0.0057081862008576045,0.01642882242931251,0.008691414777231085,0.028009303509812167,0.012448573307118769,0.0049413575940980715
