group,size,representative,family,rep_mean_corr,rep_ic_t,best_by_t,best_ic_t,n_sig,others
101,2,ev_limit_down_cnt20,事件,0.999505903737137,0.0492196987129778,ev_days_since_limit_down,0.3105515151787439,0,ev_days_since_limit_down
86,2,pdi_14,趨勢,0.9253566972402703,-0.1842246611339366,pdi_14,-0.1842246611339366,0,pdi_28
69,2,aroon_osc_14,趨勢,0.8609834708228501,-0.7013167390349399,aroon_up_14,0.9514774237004144,0,aroon_up_14
87,2,mdi_14,趨勢,0.9300940354487031,-0.7294501993830962,mdi_28,1.2479100838085877,0,mdi_28
14,2,ev_limit_up,事件,0.9576680608053885,-0.9948438263152052,ev_limit_up_lock,0.4299152759907103,0,ev_limit_up_lock
7,2,ev_limit_down,事件,0.9241206519627789,,ev_limit_down,,0,ev_limit_down_lock
104,1,dist_high_20,波動,,2.9888206272255653,dist_high_20,2.9888206272255653,1,
55,1,up_ratio_60,動能,,2.9851962142190747,up_ratio_60,2.9851962142190747,1,
114,1,hurst_120,統計,,2.876163302707744,hurst_120,2.876163302707744,1,
106,1,mdd_60,波動,,2.789599530531387,mdd_60,2.789599530531387,1,
56,1,up_ratio_120,動能,,2.65514607105865,up_ratio_120,2.65514607105865,1,
97,1,adx_28,趨勢,,2.6284411418444718,adx_28,2.6284411418444718,1,
27,1,ev_spike2_cnt20,事件,,2.349883167273558,ev_spike2_cnt20,2.349883167273558,1,
36,1,ret_lag_2,動能,,2.325867001132823,ret_lag_2,2.325867001132823,1,
44,1,ev_new_high_20,事件,,2.225172801558728,ev_new_high_20,2.225172801558728,1,
18,1,ev_spike_long_red,事件,,2.127225238955956,ev_spike_long_red,2.127225238955956,1,
13,1,upper_shadow,K 棒,,2.126580955464006,upper_shadow,2.126580955464006,1,
49,1,skew_20,統計,,2.0630303616289987,skew_20,2.0630303616289987,1,
93,1,ret_lag_5,動能,,2.0378157329170743,ret_lag_5,2.0378157329170743,1,
100,1,gap,K 棒,,1.973213594928405,gap,1.973213594928405,0,
115,1,ret_lag_6,動能,,1.9557729639982055,ret_lag_6,1.9557729639982055,0,
92,1,ret_lag_4,動能,,1.9380871048641912,ret_lag_4,1.9380871048641912,0,
21,1,ev_spike2,事件,,1.926351960045316,ev_spike2,1.926351960045316,0,
10,1,lower_shadow,K 棒,,1.9019930899290955,lower_shadow,1.9019930899290955,0,
96,1,adx_14,趨勢,,1.8054724057177027,adx_14,1.8054724057177027,0,
28,1,ev_days_since_spike3,事件,,1.768052113114989,ev_days_since_spike3,1.768052113114989,0,
67,1,obv_slope_10,成交量,,1.7514857993603108,obv_slope_10,1.7514857993603108,0,
116,1,ret_lag_7,動能,,1.7484703513237063,ret_lag_7,1.7484703513237063,0,
110,1,bb_bw_20,波動,,1.6479403952892229,bb_bw_20,1.6479403952892229,0,
34,1,ev_range_x_atr,事件,,1.628886822535378,ev_range_x_atr,1.628886822535378,0,
50,1,updown_mag_ratio_20,統計,,1.502112817393552,updown_mag_ratio_20,1.502112817393552,0,
90,1,donchian_pos_120,波動,,1.4885627184296608,donchian_pos_120,1.4885627184296608,0,
33,1,vol_sma_ratio_5,成交量,,1.4377159417946077,vol_sma_ratio_5,1.4377159417946077,0,
45,1,ev_up_streak_ge3,事件,,1.4163125358090731,ev_up_streak_ge3,1.4163125358090731,0,
57,1,obv_slope_60,成交量,,1.368081533728431,obv_slope_60,1.368081533728431,0,
74,1,eom_14,成交量,,1.3552565657139604,eom_14,1.3552565657139604,0,
5,1,kurt_20,統計,,1.1705417592348728,kurt_20,1.1705417592348728,0,
51,1,pv_corr_20,成交量,,1.1581072986490455,pv_corr_20,1.1581072986490455,0,
19,1,ev_spike3,事件,,1.1278948562056617,ev_spike3,1.1278948562056617,0,
112,1,ev_bigmove5_cnt20,事件,,1.0705835342710628,ev_bigmove5_cnt20,1.0705835342710628,0,
82,1,aroon_dn_25,趨勢,,1.049725511871841,aroon_dn_25,1.049725511871841,0,
117,1,ret_lag_8,動能,,1.0467904689702914,ret_lag_8,1.0467904689702914,0,
98,1,gap_ma5,K 棒,,0.9997813723088096,gap_ma5,0.9997813723088096,0,
6,1,kurt_60,統計,,0.9853276546065792,kurt_60,0.9853276546065792,0,
65,1,psar_dist,趨勢,,0.9381808311836948,psar_dist,0.9381808311836948,0,
118,1,ret_lag_9,動能,,0.8761523652543456,ret_lag_9,0.8761523652543456,0,
76,1,aroon_dn_14,趨勢,,0.6144104285944351,aroon_dn_14,0.6144104285944351,0,
77,1,up_ratio_20,動能,,0.4986691934696867,up_ratio_20,0.4986691934696867,0,
17,1,ev_breakout_vol_60,事件,,0.4822407137193167,ev_breakout_vol_60,0.4822407137193167,0,
29,1,ev_vol_dryup,事件,,0.409014155773735,ev_vol_dryup,0.409014155773735,0,
53,1,skew_60,統計,,0.2968976165468467,skew_60,0.2968976165468467,0,
111,1,range_ratio,K 棒,,0.2922492887597441,range_ratio,0.2922492887597441,0,
91,1,ret_lag_3,動能,,0.2364989654316077,ret_lag_3,0.2364989654316077,0,
119,1,ret_lag_10,動能,,0.2347681920705903,ret_lag_10,0.2347681920705903,0,
121,1,pv_diverge_20,成交量,,0.2227474651417002,pv_diverge_20,0.2227474651417002,0,
24,1,ev_breakdown_vol_60,事件,,0.1823955674254037,ev_breakdown_vol_60,0.1823955674254037,0,
109,1,bb_bw_60,波動,,0.1461429415753872,bb_bw_60,0.1461429415753872,0,
61,1,body_range_ma20,K 棒,,0.121645464616758,body_range_ma20,0.121645464616758,0,
37,1,ev_down_streak_ge3,事件,,0.0699904799475156,ev_down_streak_ge3,0.0699904799475156,0,
48,1,ev_new_low_250,事件,,0.030364610810081,ev_new_low_250,0.030364610810081,0,
8,1,lower_shadow_ma5,K 棒,,0.0279637270463785,lower_shadow_ma5,0.0279637270463785,0,
15,1,ev_bigmove5,事件,,-0.0430078691778671,ev_bigmove5,-0.0430078691778671,0,
30,1,ev_vol_dryup_cnt5,事件,,-0.0441343394944274,ev_vol_dryup_cnt5,-0.0441343394944274,0,
12,1,upper_shadow_ma20,K 棒,,-0.1363371176924248,upper_shadow_ma20,-0.1363371176924248,0,
113,1,cs_beta_60,橫斷面,,-0.2050322455986946,cs_beta_60,-0.2050322455986946,0,
9,1,lower_shadow_ma20,K 棒,,-0.3488192021436867,lower_shadow_ma20,-0.3488192021436867,0,
68,1,up_ratio_5,動能,,-0.3609726626040747,up_ratio_5,-0.3609726626040747,0,
80,1,dist_low_20,波動,,-0.5016270025645128,dist_low_20,-0.5016270025645128,0,
66,1,up_ratio_10,動能,,-0.5066647055423897,up_ratio_10,-0.5066647055423897,0,
75,1,cs_excess_roc_10,橫斷面,,-0.5068628001353439,cs_excess_roc_10,-0.5068628001353439,0,
35,1,vol_ratio_5_60,波動,,-0.5099217281598204,vol_ratio_5_60,-0.5099217281598204,0,
22,1,ev_spike_down,事件,,-0.546877464503411,ev_spike_down,-0.546877464503411,0,
94,1,autocorr_20,統計,,-0.5740340053019178,autocorr_20,-0.5740340053019178,0,
46,1,ev_new_low_20,事件,,-0.7345024431210336,ev_new_low_20,-0.7345024431210336,0,
47,1,ev_new_low_60,事件,,-0.7786563776780406,ev_new_low_60,-0.7786563776780406,0,
23,1,ev_spike_long_black,事件,,-0.8152730863131409,ev_spike_long_black,-0.8152730863131409,0,
11,1,upper_shadow_ma5,K 棒,,-0.8702858669568563,upper_shadow_ma5,-0.8702858669568563,0,
20,1,ev_gap_up_spike,事件,,-0.971559170395763,ev_gap_up_spike,-0.971559170395763,0,
95,1,autocorr_60,統計,,-1.1096817625758302,autocorr_60,-1.1096817625758302,0,
99,1,gap_ma20,K 棒,,-1.1771738085275292,gap_ma20,-1.1771738085275292,0,
26,1,ev_spike2_cnt5,事件,,-1.2099878386715164,ev_spike2_cnt5,-1.2099878386715164,0,
78,1,obv_slope_20,成交量,,-1.5215129555257432,obv_slope_20,-1.5215129555257432,0,
25,1,ev_gap_down_spike,事件,,-1.6688757163700505,ev_gap_down_spike,-1.6688757163700505,0,
52,1,pv_corr_60,成交量,,-1.7217725820840757,pv_corr_60,-1.7217725820840757,0,
1,1,dow_1,統計,,,dow_1,,0,
2,1,dow_2,統計,,,dow_2,,0,
3,1,dow_3,統計,,,dow_3,,0,
4,1,dow_0,統計,,,dow_0,,0,
38,1,mkt_roc_20,橫斷面,,,mkt_roc_20,,0,
39,1,mkt_roc_60,橫斷面,,,mkt_roc_60,,0,
40,1,mkt_roc_5,橫斷面,,,mkt_roc_5,,0,
120,1,ev_touch_limit_up,事件,,,ev_touch_limit_up,,0,
