feature,family,perm_mean,perm_pos_folds,n_folds,perm_t,gain_share,perm_2019,perm_2020,perm_2021,perm_2022,perm_2023,perm_2024,perm_2025
resid_mom_250_21,longmom,0.004970091357194566,1,1,,0.014755036840372234,,,,,,,0.004970091357194566
inst_trust_net_r,chip,0.0038660849776190566,6,7,4.057511341636463,0.013242160747177887,0.0027930494255559144,0.003494557082385878,0.0065216139675040264,0.002113679149859492,-0.00014265992298394413,0.005756351940331323,0.006526003200680706
mad_21_200,longmom,0.0037469935103170604,6,6,3.0045898122767216,0.016465040576539493,,0.0010786806545091641,0.007430540646929972,0.0077509365111251,0.0012520937417644148,0.001971771807236481,0.0029979377003372318
cs_excess_roc_5,cross_section,0.002917152138124099,5,7,1.3428038433786345,0.016405511648966725,0.011543603348609682,0.00039599461324704737,0.009847639873094352,0.003079387612417274,-0.0036701899798365733,0.0010512895848673112,-0.001827660085530397
mom_250_21,longmom,0.0022672493899530376,3,5,1.2857852385183437,0.013005074099393173,,,0.0003614447362865573,-0.0013246080546177308,0.0,0.0038731953774836674,0.008426214890612694
bb_bw_20,volatility,0.002248279777740437,5,7,1.565244525193506,0.014191522256617453,0.002285096135671035,-0.0009778639036171315,0.002962244736194044,0.009101459507763521,0.004341730157221096,-0.002300182412461683,0.0003254742234121745
stoch_d_14_3,momentum,0.001630110010360034,6,7,2.0492695389018896,0.006509074917371394,0.0011843291997288945,0.0004914184973285243,0.001983102138511781,0.0011780258369846243,0.0,0.0004056354760947206,0.006168258923871693
ret_z_20,stats,0.0015156983544611627,5,7,1.7445695638253775,0.00643520135320043,0.005755331317990245,0.0025790166509102514,0.0017217587330943876,0.0018283746756070733,-0.0011956261547148696,-0.0004062430054070851,0.0003272762637481358
up_ratio_60,momentum,0.0014946490396132886,6,7,2.8595242736187223,0.009794953952616736,0.0036505689002798943,0.0018267133270466432,0.0017298653142205564,-2.268286947419244e-05,0.00041356890315555404,0.00017085308940842717,0.0026936566126561368
close_pos,candle,0.0013238180584527735,6,7,1.633220173269152,0.008451014653234003,0.0003198208528363405,6.230996035600592e-05,0.0036067581604521,0.0015351091603489249,0.004554444328550861,-0.0016938282491797709,0.000882112195804953
range_ratio,candle,0.0011254139322052225,4,7,1.037440798960235,0.004430632129239785,0.007483985429786692,-0.0009998725287739512,0.0005514132607481829,0.0004683622001055594,0.0,-0.0003994308262780441,0.0007734399898481186
stoch_k_60_3,momentum,0.0011039074793780651,7,7,4.31807423887262,0.007366770193583044,0.000577965296243319,0.0013221470855377957,0.0013574480572738565,0.0013886494878577345,0.00017499721086232812,0.0006886648113681969,0.0022174804065032256
ema_ratio_5,trend,0.0010732903261120473,6,7,3.4562337683622517,0.006881094242171762,0.001896717193233817,0.0010452015017977957,0.0009748031013349321,0.002298105097965244,-0.00018947794382936445,0.0005859471708167426,0.0009017361614651632
sh_foreign_ratio,chip,0.0009493702504823957,5,7,1.6011847370128887,0.014882177195428892,-0.0020392036734955764,0.002162813811474752,0.0009609510827034128,-0.00017770694590954483,0.0017042089261523827,0.0023637533275246724,0.0016707752249266715
sh_foreign_chg60,chip,0.000821447334252858,4,7,1.5041489123933625,0.012685159391757874,-0.00015851805143845288,0.0006916671285166724,0.003938222919699992,-0.0002276862517037725,0.0,0.0005948061537357947,0.0009116394409597722
parkinson_10,volatility,0.0007899047007036222,5,7,0.5733131224957899,0.00962435691077821,0.0010145298268661878,-0.0002566510583017501,0.00027773825289833615,0.0015401946005171644,0.001237338262274342,-0.005368796294176832,0.007084979314847907
sh_foreign_chg5,chip,0.0007199906384045711,4,7,1.2216070131892076,0.006379534562017134,-0.0005799998878025908,0.0002664891334658509,0.0006618787732895828,0.004052574913481165,0.0,0.0009298940174117427,-0.00029090248101375227
skew_60,stats,0.000703830800080967,4,7,1.3408705714645726,0.008669263399255136,-6.917822160507532e-05,0.00113532439733611,0.0009017189764140218,0.0017218348899515786,-0.0007144456639087115,-0.0009675998032875483,0.002919161025666394
mkt_roc_60,cross_section,0.0006734392853507903,4,7,1.655944168168186,0.016846771044865125,0.0002574932487731674,-0.0002678308073481613,-0.00019674494327655048,-0.00036939433436029845,0.001314896048242825,0.0022843878880958006,0.0016912678973287493
inst_trust_sum5,chip,0.0006689028832895541,5,7,2.636696332437189,0.011745077613687815,0.0017763219021837303,0.0011289747646915196,0.0007775749385259545,0.0005966150552733305,0.0,-0.00022488194323390964,0.0006277154655862533
ev_days_since_spike3,event,0.000665579807838859,4,7,1.6848691577751742,0.010699275754126903,-0.0008692908371485756,-0.00011681864439432148,0.0011358257836412398,0.0010771021556089874,0.0,0.0011938945391980805,0.0022383456579666027
upper_shadow_ma20,candle,0.0006627732553715824,5,7,1.3374866245269619,0.009677657038205958,-1.4190922100332006e-05,0.0004099219930475363,0.0035451512317744203,-0.0004112290931861685,0.0005670713897820218,0.0001877574171862672,0.0003549307710973305
cs_rank_ret_std_20,cross_section,0.0006171273675613006,5,7,3.208757269609647,0.006860071336884702,0.0005876236875043406,-4.3159259266172555e-05,0.00088800460551125,0.0007357533415765632,0.0012298796234744634,-8.909235430165525e-05,0.0010108819284303145
ss_util,chip,0.0005903890510266811,5,7,1.1381219355610228,0.013678880243577869,0.0016390352022143961,-0.0017381989635464692,0.0025525436594971695,0.0007693522849491369,0.0003408153495146507,-0.0002848163438077973,0.0008539921683656804
id_ret_250,overnight,0.0005664452851877416,3,5,1.9692479040488216,0.010048422783498075,,,0.0012941997855291678,-0.00011028617592002618,0.0,0.0004974178211449819,0.0011508949951845847
obv_slope_60,volume,0.0005079818465242714,5,7,1.8543485637506114,0.009038933394045743,0.0001580762234838079,-6.02382759460271e-05,0.0012002047953157148,0.0003222233335525894,0.0,9.83418540035907e-05,0.0018372649952602242
donchian_pos_120,volatility,0.0004991756795739484,6,7,1.723673996712884,0.005148490404554822,-0.00018544952555482838,0.0020356337848756833,0.00018072347018845136,0.000485794192776199,1.0060061115231613e-05,6.436453535923574e-05,0.0009031032382576659
linreg_slope_5,trend,0.00048718892684285154,5,7,1.9788918682624075,0.0038812885346790997,0.0003688460415665988,0.0016498622654561592,-0.00013330112138821662,-6.963968565961108e-06,0.0011155599705052793,0.00020170247638311503,0.0002146168239429864
bb_bw_60,volatility,0.0004593309238919813,3,7,1.4265809195653778,0.007894341813726754,0.0008839392448281349,-0.00048332757988582293,0.0017313220757586058,-0.00016100114487072742,0.0,0.0013358065607890397,-9.142268937536076e-05
pv_corr_20,volume,0.0004564405903964692,5,7,0.7898228683266111,0.013982925100266694,0.0011475363519729623,0.0012708554423298344,0.0024895192846971018,0.0008715985031751359,-0.0022903810490686183,0.000244627894735297,-0.0005386722950664289
mg_util,chip,0.00042340798123533766,2,7,0.47269760077728257,0.014253377913677135,-0.0014201223063843454,-0.0007640446257971986,0.0013801460927686294,-0.0004763023828897178,0.0,0.005378923733585097,-0.0011347446426351003
mg_bal_chg5,chip,0.00042266783497973205,5,7,2.161130874796804,0.006820444349193557,-0.0002923992232219362,0.00013271218313889305,0.001086303701261386,0.0010365289950110372,0.0,0.0005422473555409905,0.0004532818331277541
body_range,candle,0.0004216847141074328,6,7,2.008067577103627,0.0023170006619472904,0.0005242867273233717,0.0015562145378262878,0.0005534971168993721,1.9895625854648297e-05,0.00030057939555010155,3.774953932551608e-05,-4.042994402726763e-05
ss_bal_chg1,chip,0.0003992421547046834,3,7,1.203958944658939,0.006366389902115557,-0.00020545962969969445,0.0008071012945334652,-0.0004467948502049739,-0.0003858208738846472,0.0,0.0012732621014907009,0.0017524070406979332
cs_rank_sh_foreign_chg20,chip,0.0003788415532938772,4,7,0.589272649094655,0.012509721953310494,-0.00018246213703014777,-0.0003051044940072956,0.0018791774030272716,-0.0026273949189465316,0.002474656332826034,0.0012899508078415545,0.00012306787934625538
cs_rank_ss_bal_chg5,chip,0.00035722348629345916,4,7,1.4340515868096009,0.005661544823143135,-0.0002009036405951498,0.0007069814640544722,0.00012153745637430667,-0.00015881070634899663,0.0,0.0003619643521557252,0.0016697954784138565
dist_high_120,volatility,0.00035442757337155487,5,7,1.0057348516108984,0.005284585210408338,0.00014004589283716484,-0.0002048897558311584,0.0002577540994698919,0.0008071695866087003,0.0018161456210863734,-0.001157868952033795,0.0008226365214637071
dist_low_120,volatility,0.0003522316675307748,5,7,1.636170221441099,0.005953262200203709,-0.00016744952773982877,0.0013349887676500697,0.0004427978853962511,0.0001214553882645103,-0.00018506597382971903,4.868178717934088e-05,0.0008702133457947995
mom_126_21,longmom,0.00034779917252824265,5,7,0.8501297655251092,0.007066223227020681,-0.0007849488178901185,6.481169589487121e-05,-5.7972852043233304e-05,0.0002121535856161929,0.0002466955382434636,8.174351623863967e-05,0.002672111541637883
lower_shadow_ma20,candle,0.0003442257755542814,4,7,1.3671560739351187,0.007841101760878495,0.0017482180159605666,9.188675366273574e-05,-0.00014230321806730137,0.0003785226274727535,0.0,0.000489299559757489,-0.0001560433099062735
cs_beta_60,cross_section,0.00033409269484267556,4,7,0.9342962374552,0.010946642239128147,0.0009459547924630246,-0.0006493251359998582,0.00011713395892243526,0.0008512123910053883,-0.00018170029965327723,-0.0006521737304643049,0.001907546887625321
dist_low_60,volatility,0.0003284906338190524,4,7,1.3282493245519313,0.004191853303422956,-0.0005692819307755691,0.0012791847546040683,0.0009140039679534177,-0.00026672207581837057,0.0,0.0005527339278632118,0.0003895157929066084
inst_all_sum60,chip,0.00032056766625750263,4,7,0.5995668742404726,0.011390813103998488,3.711637243093355e-05,0.000781547619850793,0.002011198562745576,0.0019641017995427833,0.0,-0.0005822734159337123,-0.0019677172748338557
ret_std_5,volatility,0.00031256778995830757,6,7,1.5946702774187025,0.0036770202526744907,0.001433782382611008,0.0002835837592051373,-9.854944580552777e-05,0.00036974948422134726,5.948665550711829e-05,4.1813882617997705e-05,9.810781135107204e-05
stochrsi_14,momentum,0.0002908779356543905,3,7,0.9544566384345318,0.0033066756249522603,-0.000344631223670402,-6.919525595873559e-05,0.0002459489566571105,-0.00024720832245187646,0.0,0.0004370463031310781,0.002014185091873559
macd_hist_12_26_9,trend,0.00024006587069406367,5,7,2.380525424005734,0.00598298841563417,0.0004184877371167367,-0.00010187426570694841,0.0004385826325699523,8.571953772864085e-05,0.0,0.0002042216960357115,0.0006353237571143528
id_ret_60,overnight,0.00023464871427759967,4,7,0.9396254478123306,0.0052291493012164856,8.721297421908474e-05,-0.00017629297752501383,0.0003977745649601146,-0.00021830642227241062,0.001330561690325062,0.00080547237616738,-0.0005838812059310189
obv_slope_10,volume,0.00022972995200156603,5,7,0.9194358385774392,0.005047452585577667,0.00018862781062170542,0.00048458896153889586,0.0005309143258037755,0.00018462243658866917,-0.0009328641876324853,-8.384492935850062e-05,0.001236065246448902
ev_bigmove5_cnt20,event,0.00021624504846686607,3,7,0.6702728177192455,0.0027171178541408507,-0.0004914364882174423,0.0,0.0002313775352806464,0.0020724188695910445,0.00012983381379750095,-0.00022636962680093348,-0.0002021087643827533
hurst_120,stats,0.00021612349362466716,4,7,0.8376538516617958,0.01024686574228175,-0.0001276611950775513,0.0002789037323646182,0.00029946056516495556,0.0013014949694184323,0.0,0.0006602660353876277,-0.0008995996518854124
mg_bal_chg1,chip,0.00020234364643878698,3,7,0.5575525573425193,0.004925598322874295,-0.0007389261282739236,0.0,0.00029833084659422704,0.0005935555037143563,0.0,0.0020517242980198787,-0.0007882789949830299
body_range_ma20,candle,0.00019271928212120386,3,7,0.7669572323173672,0.005340921871146662,0.0004095907198911261,-0.00014511129601128651,-0.0001608237177658974,0.00012719588193077733,0.0,-0.00045477572151220055,0.0015729591083159082
uo_7_14_28,momentum,0.00019027444463028814,6,7,2.4026623168686,0.0024984505480249047,0.00041729751718868013,0.0005369288873324681,5.1623482296009326e-05,0.00011826728099427128,0.0,1.4005448105833493e-05,0.0001937984964947547
cs_excess_roc_10,cross_section,0.00018776699934633191,4,7,1.0455286875634953,0.00459983630207389,6.188535132583296e-05,-6.428056636097769e-05,0.0007616959888790201,0.0001831417805097449,0.0008610011121242877,-8.091882791281627e-07,-0.0004882654827744563
cumret_ex1_120,stats,0.00018255160852402686,4,7,0.38191953738030626,0.006548280027388182,-0.001479294044251155,-0.0002139241044555873,0.00028159068976095725,0.0010009390066604955,-0.0011949326451756554,0.0007603329722666204,0.0021231493848625125
donchian_pos_5,volatility,0.00017222268790769379,5,7,1.5224841787920633,0.0029672565538732916,0.0002385780197694335,8.803162080960336e-05,0.00016636758196528675,0.000527228125498712,0.0,0.0005155023806248197,-0.00033014891331399854
linreg_slope_120,trend,0.00016569058289321015,5,7,0.18300596003719133,0.011288472128347235,-0.0011921612904996493,0.0005995764848284964,0.00043320931679753416,0.0006664445206952784,-0.0041073172828086655,0.0009643117136581189,0.003795770617581358
