index,model,wavelet,quarter,year,n,MAPE,R,TheilU,ret_pct,dir_acc,epochs
djia,WSAEs-LSTM,none,1,1,63,0.00798946947898973,0.8449650802619013,0.004839583817311689,3.1238326752926033,0.49206349206349204,442
djia,WLSTM,none,1,1,63,0.005688969442038739,0.9202800808181139,0.0037671085619724373,6.4817182857029945,0.5396825396825397,407
djia,LSTM,none,1,1,63,0.005688969442038739,0.9202800808181139,0.0037671085619724373,6.4817182857029945,0.5396825396825397,407
djia,RNN,none,1,1,63,0.00510751796609445,0.9179258067281197,0.0036638087959406963,5.646427429718898,0.5873015873015873,261
djia,naive,none,1,1,63,0.004664703594294893,0.928230050397936,0.0034879991265603927,-8.095296757093513,0.42857142857142855,0
djia,WSAEs-LSTM,none,2,1,61,0.08399268578686077,0.2362660290505723,0.044834084358247484,-6.98250526353613,0.4098360655737705,437
djia,WLSTM,none,2,1,61,0.011615513532725089,0.8777454565957675,0.00700239309875948,-3.317930573057818,0.47540983606557374,239
djia,LSTM,none,2,1,61,0.011615513532725089,0.8777454565957675,0.00700239309875948,-3.317930573057818,0.47540983606557374,239
djia,RNN,none,2,1,61,0.01123764316420775,0.9048763817392189,0.006637190380097233,-6.395539359349682,0.4262295081967213,488
djia,naive,none,2,1,61,0.005637680338949674,0.9080725348962364,0.003737430254959257,-6.98250526353613,0.4098360655737705,0
djia,WSAEs-LSTM,none,3,1,62,0.06502109027463847,-0.22475479748108426,0.03605301081135346,-1.6310425708481198,0.43548387096774194,485
djia,WLSTM,none,3,1,62,0.018773058700359915,0.9146662669514863,0.010649814706864602,-1.6310425708481198,0.43548387096774194,263
djia,LSTM,none,3,1,62,0.018773058700359915,0.9146662669514863,0.010649814706864602,-1.6310425708481198,0.43548387096774194,263
djia,RNN,none,3,1,62,0.01072566578714514,0.9177246465165724,0.006359040877381062,-2.2118891955059103,0.43548387096774194,334
djia,naive,none,3,1,62,0.006030798363202691,0.9324465746192385,0.003729722830011767,-1.6310425708481198,0.43548387096774194,0
djia,WSAEs-LSTM,none,4,1,63,0.03311236732295638,0.739978444150666,0.019195181981607523,5.193319795837318,0.6190476190476191,448
djia,WLSTM,none,4,1,63,0.016658159797975264,0.9406144674468989,0.010857419920865998,0.9849976681031498,0.6190476190476191,402
djia,LSTM,none,4,1,63,0.016658159797975264,0.9406144674468989,0.010857419920865998,0.9849976681031498,0.6190476190476191,402
djia,RNN,none,4,1,63,0.015472948260060224,0.9399244185549797,0.010051379348682409,-4.65756779277209,0.5873015873015873,600
djia,naive,none,4,1,63,0.014219866475615163,0.9446674124529093,0.009157802253467589,12.014546237637798,0.5079365079365079,0
